title,price,category,rating,availability,description_len,has_desc,n_reviews,title_len,url
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,Humor,5,14,1066,1,0,110,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
Dress Your Family in Corduroy and Denim,43.68,Humor,3,9,1373,1,0,39,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
Toddlers Are A**holes: It's Not Your Fault,25.55,Humor,1,7,1866,1,0,42,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
When You Are Engulfed in Flames,30.89,Humor,5,3,1667,1,0,31,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html
Naked,31.69,Humor,3,3,1063,1,0,5,https://books.toscrape.com/catalogue/naked_197/index.html
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,Humor,5,3,1235,1,0,58,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
Holidays on Ice,51.07,Humor,2,3,187,1,0,15,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
Security,39.25,Horror,2,16,2987,1,0,8,https://books.toscrape.com/catalogue/security_925/index.html
Follow You Home,21.36,Horror,1,15,1084,1,0,15,https://books.toscrape.com/catalogue/follow-you-home_809/index.html
The Loney,23.4,Horror,1,14,1043,1,0,9,https://books.toscrape.com/catalogue/the-loney_756/index.html
Pet Sematary,10.56,Horror,3,14,799,1,0,12,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
Doctor Sleep (The Shining #2),40.12,Horror,2,14,1945,1,0,29,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
Psycho: Sanitarium (Psycho #1.5),36.97,Horror,5,12,1825,1,0,32,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,Horror,1,12,1027,1,0,48,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
Red Dragon (Hannibal Lecter #1),23.37,Horror,3,5,940,1,0,31,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
Dracula the Un-Dead,35.63,Horror,5,5,2060,1,0,19,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html
Night Shift (Night Shift #1-20),12.75,Horror,4,4,2141,1,0,31,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html
Needful Things,47.51,Horror,4,4,943,1,0,14,https://books.toscrape.com/catalogue/needful-things_334/index.html
Misery,34.79,Horror,2,4,320,1,0,6,https://books.toscrape.com/catalogue/misery_332/index.html
It,25.01,Horror,3,4,1159,1,0,2,https://books.toscrape.com/catalogue/it_330/index.html
'Salem's Lot,49.56,Horror,4,4,289,1,0,12,https://books.toscrape.com/catalogue/salems-lot_309/index.html
The Stand,57.86,Horror,2,3,2102,1,0,9,https://books.toscrape.com/catalogue/the-stand_282/index.html
The Girl with All the Gifts,49.47,Horror,3,3,997,1,0,27,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html
House of Leaves,54.89,Horror,1,3,1871,1,0,15,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html
Sapiens: A Brief History of Humankind,54.23,History,5,20,1969,1,0,37,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,History,1,16,2063,1,0,102,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,History,1,16,1654,1,0,75,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,History,2,16,1411,1,0,163,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,History,1,15,2507,1,0,89,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
Zealot: The Life and Times of Jesus of Nazareth,24.7,History,3,14,2807,1,0,47,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html
A Distant Mirror: The Calamitous 14th Century,14.58,History,3,14,1382,1,0,45,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
1491: New Revelations of the Americas Before Columbus,21.8,History,3,14,1338,1,0,53,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
Brilliant Beacons: A History of the American Lighthouse,11.45,History,3,8,2808,1,0,55,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,History,5,8,2986,1,0,84,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
A Short History of Nearly Everything,52.4,History,5,7,1362,1,0,36,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,History,2,6,1375,1,0,63,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
Catherine the Great: Portrait of a Woman,58.55,History,4,6,2430,1,0,40,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,History,5,5,3418,1,0,68,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
The Hiding Place,55.91,History,4,5,1186,1,0,16,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html
America's War for the Greater Middle East: A Military History,51.22,History,2,5,4098,1,0,61,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html
The Guns of August,14.54,History,2,3,886,1,0,18,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,History,2,3,1629,1,0,74,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,Food and Drink,3,19,1041,1,0,175,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,Food and Drink,1,16,2134,1,0,127,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
My Paris Kitchen: Recipes and Stories,33.37,Food and Drink,2,16,1865,1,0,37,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,Food and Drink,4,16,915,1,0,83,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,Food and Drink,1,16,1157,1,0,56,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,Food and Drink,5,15,1898,1,0,66,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,Food and Drink,2,15,1421,1,0,83,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,Food and Drink,1,15,1695,1,0,98,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,Food and Drink,3,15,1863,1,0,107,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,Food and Drink,3,14,1856,1,0,113,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,Food and Drink,1,14,1279,1,0,69,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
Barefoot Contessa Back to Basics,28.01,Food and Drink,1,14,1864,1,0,32,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,Food and Drink,5,14,2460,1,0,75,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
My Kitchen Year: 136 Recipes That Saved My Life,11.53,Food and Drink,2,13,2281,1,0,47,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
Everyday Italian: 125 Simple and Delicious Recipes,20.1,Food and Drink,5,12,2461,1,0,50,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,Food and Drink,1,12,1611,1,0,131,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
Cravings: Recipes for What You Want to Eat,20.5,Food and Drink,3,11,1546,1,0,42,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,Food and Drink,4,9,766,1,0,75,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
32 Yolks,53.63,Food and Drink,2,8,1069,1,0,8,https://books.toscrape.com/catalogue/32-yolks_510/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,Food and Drink,5,7,1118,1,0,87,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,Food and Drink,4,7,2783,1,0,98,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,Food and Drink,2,7,951,1,0,67,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
The Barefoot Contessa Cookbook,59.92,Food and Drink,5,6,2670,1,0,30,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
Better Homes and Gardens New Cook Book,39.61,Food and Drink,3,6,1662,1,0,38,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,Food and Drink,5,5,2600,1,0,58,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,Food and Drink,5,5,1707,1,0,69,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,Food and Drink,2,3,2865,1,0,59,https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
The Smitten Kitchen Cookbook,23.59,Food and Drink,1,3,2842,1,0,28,https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,Food and Drink,3,3,1504,1,0,79,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,Food and Drink,3,3,1373,1,0,89,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
Redeeming Love,20.47,Christian Fiction,5,15,1335,1,0,14,https://books.toscrape.com/catalogue/redeeming-love_826/index.html
Close to You,49.46,Christian Fiction,4,15,2216,1,0,12,https://books.toscrape.com/catalogue/close-to-you_798/index.html
Shadows of the Past (Logan Point #1),39.67,Christian Fiction,5,8,1109,1,0,36,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
Like Never Before (Walker Family #2),28.77,Christian Fiction,2,7,1437,1,0,36,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Counted With the Stars (Out from Egypt #1),17.97,Christian Fiction,5,7,1067,1,0,42,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
If I Run (If I Run #1),49.97,Christian Fiction,4,3,1412,1,0,22,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
The Dirty Little Secrets of Getting Your Dream Job,33.34,Business,4,19,1865,1,0,50,https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
The Third Wave: An Entrepreneurâs Vision of the Future,12.61,Business,5,15,3007,1,0,56,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,Business,3,15,2387,1,0,75,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html
Shoe Dog: A Memoir by the Creator of NIKE,23.99,Business,2,15,1995,1,0,41,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html
Made to Stick: Why Some Ideas Survive and Others Die,38.85,Business,5,14,2048,1,0,52,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,Business,1,12,1912,1,0,67,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
The Art of Startup Fundraising,21.0,Business,3,11,7275,1,0,30,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
Born for This: How to Find the Work You Were Meant to Do,21.59,Business,5,11,2477,1,0,56,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,Business,1,8,1602,1,0,82,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
"Rich Dad, Poor Dad",51.74,Business,1,7,936,1,0,18,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,Business,3,3,1851,1,0,111,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html
Rework,44.88,Business,2,3,1622,1,0,6,https://books.toscrape.com/catalogue/rework_212/index.html
Louisa: The Extraordinary Life of Mrs. Adams,16.85,Biography,2,15,1994,1,0,44,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,Biography,2,11,1764,1,0,80,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,Biography,1,7,2408,1,0,90,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
Benjamin Franklin: An American Life,48.19,Biography,3,7,3112,1,0,35,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,Biography,3,3,360,1,0,54,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html
In Her Wake,12.84,Thriller,1,19,1026,1,0,11,https://books.toscrape.com/catalogue/in-her-wake_980/index.html
The Elephant Tree,23.82,Thriller,5,18,1047,1,0,17,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html
Behind Closed Doors,52.22,Thriller,4,18,1075,1,0,19,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html
You (You #1),43.61,Thriller,5,14,1211,1,0,12,https://books.toscrape.com/catalogue/you-you-1_784/index.html
The Guilty (Will Robie #4),13.82,Thriller,2,14,2362,1,0,26,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The 14th Colony (Cotton Malone #11),39.24,Thriller,1,14,1843,1,0,35,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
Give It Back,18.32,Thriller,2,6,1690,1,0,12,https://books.toscrape.com/catalogue/give-it-back_430/index.html
Killing Floor (Jack Reacher #1),31.49,Thriller,4,5,346,1,0,31,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,Thriller,3,4,1342,1,0,52,https://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html
Far From True (Promise Falls Trilogy #2),34.93,Thriller,2,4,1714,1,0,40,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
The Travelers,15.77,Thriller,1,3,1521,1,0,13,https://books.toscrape.com/catalogue/the-travelers_285/index.html
When We Collided,31.77,Contemporary,1,16,907,1,0,16,https://books.toscrape.com/catalogue/when-we-collided_955/index.html
Someone Like You (The Harrisons #2),52.79,Contemporary,5,14,1210,1,0,35,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
We Are All Completely Beside Ourselves,24.04,Contemporary,1,3,1049,1,0,38,https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html
The Four Agreements: A Practical Guide to Personal Freedom,17.66,Spirituality,5,18,828,1,0,58,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,Spirituality,5,16,1417,1,0,67,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
Chasing Heaven: What Dying Taught Me About Living,37.8,Spirituality,2,15,2033,1,0,49,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,Spirituality,1,9,3977,1,0,75,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,Spirituality,2,7,1229,1,0,75,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
A New Earth: Awakening to Your Life's Purpose,55.65,Spirituality,5,4,1457,1,0,45,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
Logan Kade (Fallen Crest High #5.5),13.12,Academic,2,5,1123,1,0,35,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,Self Help,1,16,1377,1,0,55,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html
How to Be Miserable: 40 Strategies You Already Use,46.03,Self Help,1,16,1616,1,0,50,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,Self Help,3,14,1295,1,0,81,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,Self Help,3,7,1000,1,0,86,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
How to Stop Worrying and Start Living,46.49,Self Help,5,6,1336,1,0,37,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
All the Light We Cannot See,29.87,Historical,5,14,2202,1,0,27,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
The Girl You Left Behind (The Girl You Left Behind #1),15.79,Historical,1,6,1217,1,0,54,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,Christian,5,16,2617,1,0,58,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
Crazy Love: Overwhelmed by a Relentless God,47.72,Christian,2,14,1376,1,0,43,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,Christian,1,7,1287,1,0,63,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
Silence in the Dark (Logan Point #4),58.33,Suspense,3,8,1152,1,0,36,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
The Grownup,35.88,Short Stories,1,8,1171,1,0,11,https://books.toscrape.com/catalogue/the-grownup_546/index.html
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,Novels,5,9,1751,1,0,58,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,Health,3,16,1904,1,0,91,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html
"Eat Fat, Get Thin",54.07,Health,2,14,45,1,0,17,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,Health,5,10,2389,1,0,63,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
The Art and Science of Low Carbohydrate Living,52.98,Health,5,9,1343,1,0,46,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
Libertarianism for Beginners,51.33,Politics,2,19,1249,1,0,28,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,Politics,4,14,2432,1,0,82,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,Politics,1,12,1823,1,0,68,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
Amid the Chaos,36.58,Cultural,1,15,1441,1,0,14,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html
Dark Notes,19.19,Erotica,5,15,868,1,0,10,https://books.toscrape.com/catalogue/dark-notes_800/index.html
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,Crime,1,15,2275,1,0,70,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
